mandate_id,customer_id,amount,mandate_type,product_category,decline_code,days_since_salary_credit,prior_bounce_count,is_revocable,attempt_number,timestamp,batch_id,is_held_out,correct_action
c91f5fd9-c596-482a-a3de-747cb195e3b3,CUST-8690,27392,ENACH,subscription,MANDATE_EXPIRED,15,3,True,1,2026-08-23T10:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_MANDATE_RENEWAL_LINK
af4135b6-d83e-4862-b529-3ebd6fdc76e4,CUST-3480,115869,UPI_AUTOPAY,insurance,INSUFFICIENT_FUNDS,29,3,True,2,2026-08-22T16:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
3c424386-a1e5-4671-9633-8c4e1492b5fb,CUST-2465,84692,ENACH,insurance,MANDATE_PAUSED,20,4,True,1,2026-08-23T17:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_HINGLISH_NUDGE
f10e98a7-98b8-458c-95fd-057c20df4038,CUST-2025,54445,UPI_AUTOPAY,insurance,INSUFFICIENT_FUNDS,18,0,True,2,2026-08-22T21:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
0b3d22ff-3ae0-41c3-8bb6-1c5ad6249f72,CUST-9199,117358,UPI_AUTOPAY,insurance,MANDATE_PAUSED,4,2,True,1,2026-08-24T06:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_HINGLISH_NUDGE
36fd5042-e294-4ff0-916c-99f87597796f,CUST-1645,36355,ENACH,subscription,MANDATE_PAUSED,9,3,True,2,2026-08-24T05:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_HINGLISH_NUDGE
9092fc92-60ab-4ed0-8c53-b7c759afd8a6,CUST-8272,129402,ENACH,subscription,MANDATE_PAUSED,15,1,True,2,2026-08-24T02:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_HINGLISH_NUDGE
26eff50a-a220-4c84-aaac-946897950feb,CUST-9452,145869,ENACH,subscription,MANDATE_PAUSED,27,0,True,2,2026-08-23T13:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_HINGLISH_NUDGE
c095e4bb-f164-4a47-a09f-a3a48c9c9817,CUST-9751,19217,ENACH,subscription,INSUFFICIENT_FUNDS,23,1,True,1,2026-08-23T21:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
75357689-f56e-4fa6-aa57-656b89a48d59,CUST-7131,27320,ENACH,subscription,BANK_TECHNICAL_DECLINE,17,4,True,1,2026-08-22T17:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
8380e692-b442-4d8a-b758-1cafab8696bc,CUST-9548,40605,ENACH,subscription,MANDATE_EXPIRED,30,2,True,1,2026-08-22T16:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SEND_MANDATE_RENEWAL_LINK
847fd5a2-f946-41d6-910f-f2a624c17baf,CUST-5308,130979,UPI_AUTOPAY,sip,INSUFFICIENT_FUNDS,26,4,True,1,2026-08-23T19:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
4326df6d-ae31-4ad6-8434-460cc3b31cdb,CUST-4388,142742,ENACH,subscription,BANK_TECHNICAL_DECLINE,26,3,True,1,2026-08-23T07:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
7c2a640f-af14-4e99-88ff-f42ba9af3cbd,CUST-7807,24127,UPI_AUTOPAY,insurance,BANK_TECHNICAL_DECLINE,5,1,True,1,2026-08-23T23:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
480933eb-e60e-4895-b29a-a2ab0cdeddd7,CUST-2871,144607,ENACH,subscription,BANK_TECHNICAL_DECLINE,8,4,True,1,2026-08-23T08:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
fcc444d8-4a29-403a-bc8a-706e1869f1bf,CUST-5949,131057,UPI_AUTOPAY,subscription,BANK_TECHNICAL_DECLINE,15,1,True,1,2026-08-22T12:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
63d7e05f-bef6-4505-b7b6-5ee402e06c07,CUST-8404,133495,ENACH,subscription,BANK_TECHNICAL_DECLINE,1,0,True,1,2026-08-23T08:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
214bdff2-2e19-4275-8bc6-e067728eae1b,CUST-1018,106452,UPI_AUTOPAY,subscription,INSUFFICIENT_FUNDS,21,4,True,2,2026-08-23T02:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
e9b11327-3e98-46fe-9350-022d4a883407,CUST-5382,84154,UPI_AUTOPAY,sip,INSUFFICIENT_FUNDS,14,1,True,1,2026-08-23T22:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
49a50fe5-57a5-486f-b861-4869b7b0ab29,CUST-6188,86631,UPI_AUTOPAY,subscription,INSUFFICIENT_FUNDS,20,3,True,1,2026-08-22T21:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
895ab3cb-7114-4142-96c6-484d7e6bf979,CUST-9837,40565,UPI_AUTOPAY,insurance,BANK_TECHNICAL_DECLINE,30,4,True,2,2026-08-24T07:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
7bf9f391-3650-4b43-8b87-c775651dfa83,CUST-7209,64427,ENACH,subscription,INSUFFICIENT_FUNDS,10,0,True,1,2026-08-23T00:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
f294b3af-d066-4c17-8377-82da75fced27,CUST-3321,109545,ENACH,subscription,BANK_TECHNICAL_DECLINE,11,2,True,1,2026-08-23T10:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,RETRY_AFTER_BACKOFF
6cd9dbdb-13bd-4064-aa8c-287fb674db88,CUST-9618,137728,UPI_AUTOPAY,insurance,INSUFFICIENT_FUNDS,17,4,True,1,2026-08-22T23:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
b32e6afb-8da0-4779-9553-398e0613d7d2,CUST-8699,41534,UPI_AUTOPAY,subscription,INSUFFICIENT_FUNDS,9,0,True,1,2026-08-23T17:17:03.970372+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
55a2de97-1a90-4478-ae38-4b9812198a52,CUST-7897,70064,UPI_AUTOPAY,subscription,INSUFFICIENT_FUNDS,16,0,True,1,2026-08-22T08:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
203a3ace-46b7-4074-83db-6a75d4c2e845,CUST-7253,124289,UPI_AUTOPAY,sip,INSUFFICIENT_FUNDS,16,2,True,1,2026-08-23T05:17:03.986914+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
5a2cc054-bf94-4b38-b211-56b709cabdcf,CUST-1144,139567,UPI_AUTOPAY,subscription,INSUFFICIENT_FUNDS,3,2,True,3,2026-08-23T03:17:03.988917+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
3b91fca7-3e43-402a-8985-7c6d71434266,CUST-1857,102058,ENACH,subscription,INSUFFICIENT_FUNDS,25,2,True,2,2026-08-24T03:17:03.984908+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
e94491f7-705b-49ab-a9f4-bb122b725259,CUST-5712,147633,UPI_AUTOPAY,subscription,INSUFFICIENT_FUNDS,22,0,True,1,2026-08-23T07:17:03.988917+00:00,fbfe5250-8687-4854-af6a-064bc8ac40a3,True,SCHEDULE_POST_SALARY
